24. november 2019, 9:25	https://sport.postimees.ee/6833524/kahurid-uurgama-eesti-talispordikeskuses-alustati-kunstlume-tootmist	Postimees	Kahurid üürgama: Eesti talispordikeskuses alustati kunstlume tootmist	Lumekahur (pilt on illustratiivne) FOTO: Ants Liigus Valgehobusemäe suusa- ja puhkekeskus andis eile sotsiaalmeedia vahendusel teada, et on alustanud kunstlume tootmist. Tallinnast 65 km kaugusel paiknev talispordikeskus plaanib kunstlumega katta nii suusaraja kui ka mäenõlva. Kuna Järva valda järgmise nädala jooksul plusskraade ei prognoosita (YR.no), on lootust lumevaiba püsimisele pikemaks ajaks.   	Sport	Postimees Sport	0	0
24. november 2019, 9:10	https://maailm.postimees.ee/6833525/hongkongis-algasid-kohalikud-valimised	Postimees	Hongkongis algasid kohalikud valimised	Järjekord Hongkongi valimispunkti ees 24. novembril 2019. FOTO: AP/Scanpix Hongkongis algasid pühapäeval kohalikud valimised, millega demokraatia eest võitlejad loodavad saata sõnumi piirkonna Pekingi-meelsele valitsusele. Valimisjaoskonnad avati hommikul kell 7.30 (kell 02.30 Eesti aja järgi). Registreeritud on 4,13 miljonit valijat. Valimised viiakse läbi 18 Hongkongi ringkonnas ja valitakse 452 linnavolinikku. Harilikult on aktiisus kohalikel valimistel madal, kuid pühapäeval moodustusid juba varahommikul jaoskondade uste taha pika järjekorrad. Valimiskomisjoni teatel käis esimese viie tunni jooksul hääletamas 31 protsenti registreeritud valijaist. Nelja aasta eest oli samaks ajaks valimas käinud vaid 14,5 protsenti inimestest. Viis kuud kestnud meeleavaldused on andnud valimistele sümboolse tähenduse. Opositsiooni tugev tulemus näitaks, et rahvast toetab demokraatiameelset liikumist hoolimata sellest, et protestid on hakanud muutuma vägivaldseks. Hongkonglase Christina Li sõnul on tähtis, et vanemad inimesed näitaksid, et nad toetavad noori, kes on protestide esirinnas. «Võibolla ei saagi noored enam nautida õigusi, mis meil praegu on,» ütles ta valimisjaoskonna järjekorras seistes. Seekord on registreeritud 400 000 uut valijat, mida demokraatialeer peab positiivseks muutuseks. Politsei pani jaoskondadesse ja linnatänavatele välja tugevad jõud. Pühapäevaste valimiste eel ei olnud suuremaid meeleavaldusi ega kokkupõrkeid politsei ja protestijate vahel, mis on ligi kuus kuud kestnud poliitiliste rahutuste jooksul harukordne. Valijatel soovitatakse varakult kohale minna ja hoiduda valimisi nurjamast. Kohalikud valimised ei ole Hongkongi elanikke varem kuigivõrd erutanud, harilikult on kandidaatide enamiku moodustanud Pekingi-meelse valitsuse toetajad ning volikogu ise tegeleb pigem olmeprobleemide lahendamisega. Nüüd aga tahavad demokraatiameelsed kandidaadid saata sõnumit Hongkongi liidrile Carrie Lamile ja tema Pekingi-meelsele valitsusele, kes on keeldunud nende nõudeid täitmast. Erinevalt kohalikest volikogudest valitakse Hongkongi kui Hiina erihalduspiirkonna 70-kohaline seadusandlik kogu vaid osaliselt otse, 40 kohta selles on Pekingile lojaalsete esindajate käes. Pühapäevased valimised ei ole pelgalt sümboolsed. Järgmise aasta seadusandliku kogu valimistel tuleb osa kandidaate linnavolikogudest ning need annavad ka 117 liiget 1200-liikmelisse valimiskogusse, mis valib linna tegevjuhi, kelleks praegu on Carrie Lam. 	Maailm	AFP/AP/BNS	0	0
24. november 2019, 8:56	https://kodustiil.postimees.ee/6832578/fotod-ajahambast-puretud-maja-tahetakse-oksjonil-suure-raha-eest-maha-parseldada	Postimees	Fotod: ajahambast puretud maja tahetakse oksjonil suure raha eest maha parseldada	FOTO: realestate.com.au Austraalias ootab nullväärtusega kodu uut omanikku. Mahakandmisele kuuluva maja eest küsitakse krõbedad 677 024 eurot, mis sealse ülekuumenenud kinnisvaraturu valguses polegi ehk kõige suurem väljaminek. FOTO: realestate.com.au Maja müüval ettevõttel pole selle kohta samuti ühtegi head sõna kosta. «See on määrdunud, haisev ning täieliku lagunemise äärel,» möönab objekti vahendav maakler. «Kodukandi inetu pardipoeg,» lisab ta. FOTO: realestate.com.au Kuna maja on varisemise äärel, pole selles viibimine hetkel lubatud ning uutel omanikel ei jää ilmselt muud üle, kui see buldooseriga maha võtta, kirjutab realsimple.com. 	Kodustiil	Kodustiil.ee	0	0
24. november 2019, 8:55	https://sport.postimees.ee/6833511/nba-ameeriklase-rekordilised-13-tabavat-kaugviset-aitasid-chicago-bullsi-voidule	Postimees	NBA: ameeriklase rekordilised 13 tabavat kaugviset aitasid Chicago Bullsi võidule	Zach LaVine (palliga) FOTO: Bob Leverone/AP Korvpalliliigas NBA oli läinud ööl suurepärases viskehoos Chicago Bullsi tagamängija Zach LaVine. Ameeriklane viskas 49 punkti, tabades ka võidukolmese. Chicago Bulls võitis võõrsil 116:115 Charlotte Hornetsi üle võidu, olles veel kaheksa sekundit enne lõppu viiepunktilises kaotusseisus. Esmalt tabas tšehh Tomas Satoransky kolmese ning seejärel tegi Devonte Graham 3,5 sekundit enne kohtumise lõppu pallikaotuse. Mängulõpp jäi juba 12 kolmest tabanud LaVine otsustada, kes tabas ka viimase kolmepunktiviske ning tõi Chicagole magusa ühepunktilise võidu. LaVine 13 tabavat kolmest on ka Chicago meeskonna rekord. Isegi Michael Jordani aegses Bullsis ei saanud keegi sellise viskekontserdiga hakkama. NBA läänekonverentsi liider Los Angeles Lakers alistas võõrsil peetud kohtumises 109:108 Memphis Grizzliese. Lakersi poolelt säras Lebron James 30 punkti, kuue lauapalli ja nelja korvisööduga. Anthony Davies lisas 22 silma, võttis maha neli lauapalli ja hiilgas viie blokeeritud viskega. Kaotajate resultatiivseim oli Ja Morrant 26 punktiga. Teised tulemused: Minnesota Timberwolves - Phoenix Suns 98:100 Indiana Pacers - Orlando Magic 111:106 Atlanta Hawks - Toronto Raptors 116:119 New York Knicks - San Antonio Spurs 104:111 Philadelphia 76ers - Miami Heat 113:86 Cleveland Cavaliers - Portland Trail Blazers 110:104 Milwaukee Bucks - Detroit Pistons 104:90 Utah Jazz - New Orleans Pelicans 128:120 	Sport	Postimees Sport	0	0
24. november 2019, 8:54	https://maailm.postimees.ee/6833517/paavst-nagasaki-elanikud-kogesid-kirjeldamatut-oudu	Postimees	Paavst: Nagasaki elanikud kogesid kirjeldamatut õudu	Paavst Franciscus saabub Jaapanis Nagasaki pesapalliväljakule missat läbi viima 24. novembril 2019. FOTO: VATICAN MEDIA / REUTERS / Scanpix Paavst Franciscus ütles pühapäeval Jaapanis Nagasaki linna külastades, et selle elanikud kogesid 1945. aasta augustis tuumapommirünnakus kirjeldamatut õudu. Franciscus ütles, et tuumarelvad ei ole olnud «vastus julgeoleku, rahu ja stabiilsuse soovile». «Tundub, et nad alati takistavad seda,» lisas ta. 9. augustil heitsid ameeriklased Nagasakile tuumapommi, mis tappis vähemalt 74 000 inimest. Kolm päeva varem maailma esimeses tuumarünnakus sai Hiroshimas surma vähemalt 140 000 inimest. «See koht paneb meid sügavalt teadvustama valu ja õudu, mida meie, inmesed, oleme võimelised üksteisele tekitama,» ütles paavst oma Jaapani reisi esimesel täispäeval. Franciscus võttis sõna ka tuumaheidutuse teemal, öeldes, et rahu on kokkusobimatu «vastastikuse hävitamise kartuse või täieliku hävitamise ähvardusega». Tegemist on erineva seisukohaga võrreldes paavst Johannes Paulus II 1982. aasta kõnega ÜRO-s, kus ta nimetas tuumaheidutust vajalikuks kurjaks. 82-aastane Franciscus külastab pühapäeval ka Hiroshimat ja kohtub Rahu memoriaalis inimestega, kes aatomirünnaku üle elasid. Pühapäeva õhtul naaseb paavst Tokyosse, kus ta esmaspäeval kohtub Jaapani keisri Naruhitoga ning peab kõnelusi valitsusametnike ja kohalike katoliiklaste liidritega. 	Maailm	AFP / BNS	0	0
24. november 2019, 8:38	https://majandus24.postimees.ee/6832587/ehitusfirma-juht-kui-oled-keeduvorst-ei-oota-sind-kuldne-poli-ka-soomes-ega-rootsis	Postimees	Ehitusfirma juht: kui oled keeduvorst, ei oota sind kuldne põli ka Soomes ega Rootsis Suur intervjuu!	Ehitustrusti juhatuse esimees Kaido Somelar. Selja taga ehitatakse Maakri tänava uut kõrghoonet, Skyoni büroohoonet. FOTO: Mihkel Maripuu Ehitustrusti juht ja omanik Kaido Somelar ütleb, et kui töökäsi napib, hakatakse olemasolevaid liialt poputama. Samas poputatud töötajaga pole hiljem rahul mitte keegi. Kui oled aga tubli, siis on su ees kõik uksed lahti. «Noortele, kes meile praktikale tulevad, ütlen ma seda: kui sa oled kolme kuu pärast nii kõva vend kui meie projektijuht, oled sa peagi tema ametis. Ei usu või? Ma olen firma juht ja omanik, ma hoolitsen selle eest! Aga kui sa oled keeduvorst, siis sa oled keeduvorst!» lajatas pikaaegne ehitusjuht intervjuus. Ehitustrust on olnud traditsiooniliselt Tartu ettevõte, aga nüüd kinnitate aina tugevamalt kanda ka pealinnas. Kuidas võrdlete kahe linna ehitusturgu? 	Majandus	Lennart Ruuda	1	1
24. november 2019, 8:34	https://60pluss.postimees.ee/6832345/jukud-ja-juhanid-ehk-kas-tulevikus-on-meil-hallipaised-lumehelbekesed	Postimees	Jukud ja Juhanid ehk Kas tulevikus on meil hallipäised "lumehelbekesed"	Teistega arvestamise komme ühiskonna püsimiseks ülioluline ja seda tuleb õppida maast madalast, sünnist alates, terve elu. FOTO: Roberts Ratuts/PantherMedia / Roberts Ratuts Läänemaa elukogenud inimesed tähistasid rahvusvahelist eakate päeva 1. oktoobril Haapsalus peetud konverentsiga, millest ka mul oli au osa võtta. Sain võimaluse rääkida sellest, mis üldise arusaama kohaselt eristab elutee viimasesse veerandisse astunud inimesi neist, kes alles alustavad oma tuleviku kujundamist. Kodus loengut ette valmistades panin kirja kokku 16 paari omavahel ealises mõttes vastanduvaid omadusi ja allpool neist mõnda teiega jagada tahangi. Esiteks. Ühelt poolt iseloomustavad noori Jukusid ajaküllus koos uudishimu ja riskijulgusega maailma ja iseennast tundma õppida. Neile vastanduvad minuvanuste (olen 74) Juhanite elukogemus ja ettevaatlikkus liidus ajaliste piirangutega: ees ei pruugi enam olla piisavalt vigade paranduseks vajalikke aastaid ja muid ressursse. Ütlemisega „julge hundi rind on rasvane!“ käib kaasas teinegi pool: „… ja vahel kuuliauke täis.“ Muidugi on iga sedasorti väite puhul erandeid – tuleb ette küpseid valikuid tegevaid poisse-tüdrukuid ja ilmselt pole riskide võtmine võõras eakatelegi. Oktoobris langes investeerimispettuste „ruttu rikkaks“ õnge Eestis üle saja inimese, kahju oli kokku rohkem kui 2 miljonit eurot, ning tõenäoliselt oli oma rahaga riskinute hulgas ka Juhaneid. Teiseks iseloomustab paljusid noori aktiivne rööprähklemine : mitu asja on korraga käsil ja tihti juhtub, et uus ahvatlus kisub kaasa lööma veel enne, kui eelmised tulemusele jõuavad. Vananedes, läbi elu tulles, saab kogemustest küpsus ja osa sellest ongi võime teha valikuid: keskenduda vaid olulisele, oskus hoiduda rabelemisest. Juhanite või tädi Maalide passiivsusel oleks küll nagu küljes mingi negatiivne või etteheitev varjund, aga oskus plusse/miinuseid kaaluda aitab iga inimest ennast ja tervet ühiskonda tasakaalus hoida. Valus õppetund lähiminevikust oli alkoholi aktsiiside tõstmine. Soov riigi eelarvesse lisaraha tuua oli kindlasti õige tegu, aga selle juures ei tahetud (osatud?) arvestada võimalikke tagajärgi. Põhjanaabrite juurest tulevate alkoturistide näitel olnuks ju lihtne ennustada eestlastegi käitumist. On ehk viga parteilistes toiduahelates, mis eiravad tervet talupoja mõistust ja toovad riigitüüri juurde nooruslikke, napi vastutusvalmidusega uljaspäid? Kolmandaks võiks jutuks võtta noorte „raisus olemise“, väljakutsuva käitumise jms. Enesekesksus (ülbus?) ja vanema põlvkonna normide eiramise puhul on mõnikord ehk tegemist hoopiski enesekaitsega, mis peab varjama sisemist ebakindlust ja puuduvat turvatunnet. Viimasega on seletatav ka meievanuste mõista püüdev hoiak koos meenutustega minevikust, et eks ise sai ju ka omal ajal seda ja teist tehtud ning vanadele targutajatele vastu hakatud. Siiski on teistega arvestamise komme ühiskonna püsimiseks ülioluline ja seda tuleb õppida maast madalast, sünnist alates, terve elu. Mitte kõikidel lapsevanematel pole selle toetamiseks vajalikku oskust või tahtmist ja see paneb eriti suure vastutuse koolile. Eestisse imporditud kaasava hariduse idee on õige ja inimlik, igaühel olgu õigus olla teistsugune, käia ja kasvada kodulähedases koolis, aga sinna juurde kuulugu ka kõigi teiste „teistsugusemate“ õigus õppida ja omi võimeid samas klassiruumis arendada. Kui tugispetsialiste ei jätku ja õpetaja peab tunni jooksul end pidevalt ümber häälestama, et väga erineva suutlikusega noortele neile sobival viisil tarkust jagada, siis tõenäoliselt jääb igaühel midagi saamata. Kui tugispetsialiste ei jätku ja õpetaja peab tunni jooksul end pidevalt ümber häälestama, et väga erineva suutlikusega noortele neile sobival viisil tarkust jagada, siis tõenäoliselt jääb igaühel midagi saamata. Kui seejuures veel ühtede erivajadus väljendub pidurdamatus käitumises, siis kuidas õpetada nende eakaaslastele teistega arvestamise vajadust? Kui tänastel noortel jääb saamata rahuldav vastus küsimusele, miks tema võib ja mina ei tohi, siis võib peale kasvav eakate põlvkond olla juba hoopis teise moraali ja kommetega. Sajandeid edukalt toiminud haridusmasina tükkhaaval lammutamine on jõudmas mingisse nunnutavasse faasi ja see võib jätta suure osa lapsi ilma oskustest püstitada pingutust nõudvaid eesmärke, taluda ebaõnnestumisi, õppida kogemustest jms. Selle üheks tulemuseks võib meil Eestis poole sajandi pärast olla ülehoolitsemisega (sh omavahelise mõõduvõtmise ja eksamite kaotamisega) ära rikutud hallipäiste „lumehelbekeste“ põlvkond. Kui ikka Jukud ei saa eesmärgi püstitamise ning takistuste ületamise ja ebaõnnestumise kogemust, siis Juhaniks kasvades tuleb need ikkagi läbi teha ja küll siis kuluks ära noorepõlves saadud karastus. Olen viimase kaheksa aasta jooksul korraldanud Eesti erinevates koolides õpilaste anonüümseid küsitlusi eesmärgiga uurida alkoholi tarvitamise põhjuseid nendevanuste noorte hulgas. Kõikide varasemate koolide (neid kokku 16) koolide puhul tõusis esikohale vajadus leevendada erinevate tegurite poolt tekitatud pingeid, aga sellel kevadel tuli muutus: grupi surve on see, mis sunnib pakutud meelemürke vastu võtma. Tarvidus kellegi hulka kuuluda on ürgne vajadus igas vanuses inimestel, aga noortel on võimaliku hüljatuse hirm ilmselt suurem. Eakal on juba olemas tema eripärasid aktsepteeriv tutvuskond, tal on kergem jääda iseendaks. Nüüd maikuus küsitlusele vastanud õpilastega selle tulemusi arutades tundsin muu hulgas huvi, et kuidas teismelised alkoholi kätte saavad? Mitmel korral viidati ühte tuntud poeketti kuuluva kaupluse „sirelipõõsale“: annad raha ja vanahärrad toovad pudeli välja. Tasuks lonks kangemat ja ka mingi omamoodi kambavaimu tunne - oleme nende teismelistega sarnased! Võiks ju eeldada, et kui noortel on pearõhk edukusel ja eneseteostusel, siis iga küpsema inimese jaoks on esikohal Eesti tulevik (sh laste tervis), aga see pole nii. Me oleme täna oma elutee alustajatega võrreldes mõnes asjas pisut teistsuguste arusaamadega, aga samas oleme isekeskis samuti vägagi erinevad – ka need sirelipõõsa vanahärrad on osa meist. Küpsust ja vastutustunnet küll napib, aga ju nemadki väidaksid, et nooruses oli rohi rohelisem jms. Igavikku kadunud aastatega seotud nostalgia on samuti midagi sellist, mida tänastel teismelistel olla ei saagi. Igavikku kadunud aastatega seotud nostalgia on samuti midagi sellist, mida tänastel teismelistel olla ei saagi – kõik on neil alles ees! Tõsi küll, mina ei mäleta, et rohu ja kevadlooduse värskus või sügise värviküllus mind toona väga köitnud oleks – tähelepanu oli muudel säramistel. Seevastu praegu juba oskan nautida suvelõpu ilu, küpsust, värvikirevust jms. Kuldseid puulehti kokku rehitsedes oli isegi pisut kahju (nagu ennast riisuks!) neid prügimäele saata või komposti panna ja selle tundega leppimiseks jätsin aianurka ühe lehekuhja – et kui siil tahab pesa teha… Ja jutuks olnud põlvkondade vahelised erinevused – osalt on need paratamatud ja kokkuvõttes on sellest laiemas plaanis ühiskonna arengule ehk isegi kasu olnud! Käesoleva loo kirjutamise aega jäi novembri alguse hingede päev. Süütasin küünla meie pere hauaplatsil, libistasin peopesa üle mälestuskivide ja tänasin ema, isa ja vanaema lapsepõlve eest. Selle eest, et reeglid olid paigas, et tööd tuli teha, et oli turvaline olla ja stardiks midagi paremat ei oskaks ma soovida tänastelegi noortele. Ja Eesti haridust tüürivatele poliitikutele julgen kinnitada, et ikka veel peab paika tarkusesõna, mis peiteud vanasõnasse: „Mida Juku ei õpi, seda Juhan ei tea!“ 	60+	Valter Parve	0	1
24. november 2019, 8:25	https://sport.postimees.ee/6833507/rahvusvahelise-suusaliidu-president-paneb-ameti-maha	Postimees	Rahvusvahelise suusaliidu president paneb ameti maha	FISi president Gian Franco Kasper FOTO: JOHANN GRODER/AFP Rahvusvahelise suusaliidu (FIS) president Gian Franco Kasper teatas, et paneb ameti pärast tuleva aasta 22. mail peetavat suusatamise kongressi maha. 75-aastane šveitslane on FISis töötanud aastast 1975. Esimesed 23 aastat oli ta rahvusvahelise suusaliidu peasekretär, 1998. aastal astus aga presidendi ametikohale. Šveitslase juhtimise all kasvatas FIS oma liikmete arvu 100lt liikmelt 133ni. Lisaks võeti programmi uued alad nagu freestyle-suusatamine ja lumelauasõit. Murdmaasuusatamises suurenes Kasperi valitsemisajal ühisstartide arv ning võeti võistluskavva suusasprindid. Tänavusel aastal sattus president Kasper skandaali, kui teatas intervjuus Šveitsi ajalehele Tages Anzeiger, et taliolümpiamängude korraldusõiguse andmine Hiinale oli õige samm. «Diktatuuririigis on lihtsam kõike korraldada,» sõnas ta toona. «Ärilises plaanis saan öelda, et diktatuuririikides on kergem. Nad ei pea rahva arvamust küsima ning saavad vabalt üritusi korraldada,» rääkis Kasper läinud talvel. Hiljem šveitslane siiski vabandas. 	Sport	Postimees Sport	0	1
24. november 2019, 8:11	https://tehnika.postimees.ee/6833509/foto-eestlased-leiutasid-uut-moodi-toukerataste-parkla	Postimees	Foto: eestlased leiutasid uut moodi tõukerataste parkla	Bikeepi tõukeraraste parkla FOTO: Bikeep Eestlaste rataste nutiparklate ettevõte Bikeep esitles maailma esimest omataolist tõukerataste parklat. Barcelonas Smart City messil näidatud parkla lahendab linnas laiali vedelevate tõukerataste probleemi, sest samal ajal kui ratas turvaliselt lukustada, on võimalik seda ka laadida. «Iga kord, kui inimene Bikeepist oma ratta välja võtab, on tal täis laetud akudega ratas,» selgitas Bikeepi tegevjuht Kristjan Lind. FOTO: Bikeep Tõukerattaid soovivad linnapildis näha paljud, kuid umbes kolmandik inimestest tunneb, et need on ohtlikud, risustavad linnapilti ja takistavad liikumist. Bikeep scooterstation´ite abil saab linnapilti disainida nii, et kõik osapooled oleksid rahul: tõukerattad jäävad kasutajatele kättesaadavaks, kuid samal ajal paiknevad struktureeritult kindlates kohtades ega vaja igapäevast kokkukorjamist laadimiseks. Smart City Eesti stendil osales 11 ettevõtet, mis pakuvad erinevaid uuenduslikke targa linna lahendusi. 	Tehnika	Aivar Pau	0	0
24. november 2019, 7:50	https://sport.postimees.ee/6833497/siim-sander-vene-koduklubi-teenis-itaalia-korgliigas-hooaja-viienda-kaotuse	Postimees	Siim Sander Vene koduklubi teenis Itaalia kõrgliigas hooaja viienda kaotuse	Siim-Sander Vene FOTO: Matteo Cogliati/PACIFIC P/SIPA / Matteo Cogliati/PACIFIC P/SIPA Eesti korvpallikoondise ääremängija Siim-Sander Vene koduklubi Varese kaotas eile Itaalia kõrgliigas võõrsil 74:81 lähikonkurendile Reggio Emiliale. Kohtumine püsis tasavägine kuni kolmandaja veerandaja lõpuni. Viimasele neljandikule mindi viigiseisult 61:61, kuid neljanda vaatuse võitis kudmeeskond 21:14, mis neile ka 7-punktilise mänguvõidu kindlustas. Vene pääses väljakule 23 minutiks, visates selle ajaga 13 punkti (kahesed 4/3, kolmesed 5/2, vabavisked 2/1). Lisaks noppis eestlane neli lauapalli, tegi kaks pallikaotust ning viis viga, mis ta mängu lõpuminutitel pingile kukutasid. Varese parim oli ameeriklane Jason Clark 23 punktiga, võitjate resultatiivseimaks kerkis itaallane Simone Fontecchio 19 punkti. Eestlase koduklubi langes nelja võidu ja viie kaotusega tabelis 10. kohale, Reggio Emilia paikneb viie võidu ja nelja kaotusega kuuendal positsioonil. Teine Itaalia kõrgliigas mängiv eestlasest korvpallur Henri Drell läheb võistlustulle täna kell 19.00, kui tema koduklubi Pesario kohtub Brescia meeskonnaga. 	Sport	Postimees Sport	0	0
